Name,Review,Label,,,
Master Mashudi,mohon di tambah fasilitas menu bokingan yang masih time limit,NEGATIF,,,
Arraya Raya,cara pembayaran nya ribet...coba pakai sms bangking,NEGATIF,,,
L3l4kiku l4kiku,mau coba mister Aladin siapa tau mendapat kenyamanan dan kepuasan,POSITIF,,,
endro tyatmoko,"Membandingkan diskon/cashback dr bbrp penyedia, mister aladin yg paling ok.  ",POSITIF,,,
Amoy Hog,"Hotel Yang w Cari gak Ada masa,,,""Sahid Eminence Hotel"" Bogor...Kurang Update nih Hotel2 nya",NEGATIF,,,
Viera Berliana,"senang mengenal mister aladin ini, terpercaya dan selalu terdepan",POSITIF,,,
Lambert Johan,Aplikasi perjalanan alternatif,POSITIF,,,
Fanindi HS,saran perlu penambahan fasilitasi sms atau internet banking tuk permudah transaksi,NEGATIF,,,
Bayu Yulastio,Diskon dan promonya gak bohong sampe kaget pas liat dan merasakan diskonya     ,POSITIF,,,
Hedy Novelia,Mau pesen tiket kereta malah bacaan nya rute tidak ditemukan terus hadeuhhhh,NEGATIF,,,
Lia Yulia Arivin,Penawaran & layanan baik,POSITIF,,,
romz digitized,"Aplikasi bodoh, sistemnya ancur dlmnya.. SUPER MAHAL SMUA, BEDA DR PEGI2 & TRAVELOKA.. NYESELLLLLLLLL, mnc smua mahal",NEGATIF,,,
anton sawil,Recommended banget lur  ,POSITIF,,,
Imam tetap semangat,nyoba dulu klo bagus tak tambahin lagi bintangnya,POSITIF,,,
Kainun Najib,Bagus banyak promo ..,POSITIF,,,
Denisa,Diskon tidak ada yg menarik,NEGATIF,,,
Andi Aryan,Bintang tiga dlu soalx jarang tiket promo,NEGATIF,,,
aniestz smith,"bagus,, banyak diskonnya,, sangat membantu.",POSITIF,,,
adung adung,mister paling susah mau refund tijet peswat nga di ladenin percuma ada plikasi asisten... merugikan sangat akhir tiket saya hangus... jera dan kapok,NEGATIF,,,
zal dzikry,cash backnya keren  .....klo bisa lbh bnyak lg.,POSITIF,,,
Bayu Waskitho,kenapa kalau buka history pemesanan sangat lama yaa?,NEGATIF,,,
esti kotiningrum,Blm pernah ini baru coba,POSITIF,,,
muhammad 345,saya ksih 3 bintang dulu klo bagus saya bintang lagi,NEGATIF,,,
encep lopeselawase,"tiket pesawatnya mahal"" masih murah di trafeloka",POSITIF,,,
Mia Damyanti,promo tiket kereta apinya jos bgt...minimal beli nya lumayan kecil lg,POSITIF,,,
Wandi Ismail,"coba dulu ya nanti klw bagus kasih bintang pull, ok",POSITIF,,,
Fu'ad Abdurrokhman Putra,Belum update jadwal kereta September 2019,NEGATIF,,,
Ade Eva,Aplikasi nya lemot...gak rekomended to yooouuu....,NEGATIF,,,
Alvi Pratama,mesen kereta 2 kali make ini dan diskon guede skali sampe kena diskon 90rb,POSITIF,,,
Ricky Heryanto,Harga nya bagusss...,POSITIF,,,
rahmat satriyo,sangat mambatu mencari tiket murah dan banyak diskon,POSITIF,,,
Wono Satoru,Banyak kupon diskon,POSITIF,,,
Akbar Rizki,mantap diskonnya paling besar.. terus kasih diskon besar ya mr. aladin.,POSITIF,,,
Faizal RF,harganya paling murah dibandingkan aplikasi lain,POSITIF,,,
Waluyo 1,mantul...murahnya...,POSITIF,,,
Ahmad Nurjanah,Suruh update tapi susah,NEGATIF,,,
Emmy Nurmulat,Memuaskan krn lbh murah,POSITIF,,,
Agus Nur Ichsan,Diskonnya sudah mulai pelit... di batasi,NEGATIF,,,
Andri Bandriyono,payah....data udh bener tp ga bisa pesen ..,NEGATIF,,,
eka setiawan,Bagus aplikasinya thanks,POSITIF,,,
Vita Vita,harganya lebih murah di banding aplikasi lain,POSITIF,,,
Zhandy Putra,Tolong app nya melampirkan history bokingan agar bokingan kita yg sdh terbooking namun blum dipayment mash bsa diliat,NEGATIF,,,
eddie pamungkas,Promo ya seruuuu .    ,POSITIF,,,
mzss tocool,Selalu ada disconnya,POSITIF,,,
Topiq Nur,Banyak promo nya,POSITIF,,,
Isabella Tyiowanda,harga sangat kompetitif dibanding yg lain.,POSITIF,,,
nani amani,Bandara Kertajati Majalengka belum masuk list,NEGATIF,,,
Danang Prasetyo,"tolong tambah VA Bank lain (Mandiri,BCA,BRI)",NEGATIF,,,
Rushadi Yanto,Aplikasi bagus buat beli tiket. Terima kasih,POSITIF,,,
Dwi Hariyadi,aplikasi bagus dan banyak promo nya,POSITIF,,,
Herman Heri,Dapat banyak info dicount,POSITIF,,,
egie alviansyah,sangat bagus dan memuaskan dan banyak diskonya,POSITIF,,,
Bi Pi,selalu memberi harga yg pling murah. ...,POSITIF,,,
mk aditya,Sangat membantu,POSITIF,,,
Heris Man,Sangat membantu,POSITIF,,,
yuwan ramjada,sangat membantu,POSITIF,,,
Andre Pratama,lokasi susah untuk ditemukan. hufftttt,NEGATIF,,,
Elly Tanjung,masukan proses chek system dan booking mohon dipercepat,NEGATIF,,,
Rahman Respati,Cb dulu yee...,POSITIF,,,
cpy Haryanto,Murah dan aman,POSITIF,,,
Yunita Sari,diskon nya paling banyak di antara app lain,POSITIF,,,
Abas 21,aplikasi yg bagus saya sangat suka,POSITIF,,,
Nur Annadi,top.. banyak diskon. lanjutkan,POSITIF,,,
Dede Rosadi,"Bookingnya gampang,beneran diskonnya",POSITIF,,,
Danang Widarto,Promonya gak seperti dulu,NEGATIF,,,
Pengguna Google,Sigap untuk mengatasi komplen dari customer,POSITIF,,,
sepsiana chotimah,banyak diskonan nya.  suka banget.,POSITIF,,,
Pengguna Google,Metode pembayaran kurang mendukung,NEGATIF,,,
raretno wijayanti,kenapa eror gak bisa dibuka?,NEGATIF,,,
Satria Dydhan,Murah dan nyaman,POSITIF,,,
Asima Wahyuni,Boking tiket.....aladin aja....,POSITIF,,,
Mariatul Annisa,Paling banyak diskon tiket kereta api nya,POSITIF,,,
Diyah Cahyaningrum,saya sudah trans saki malah Tiket pembuktianya malah menghilang,NEGATIF,,,
Septyan Junot,login lewat FB ga bisa..lewat email..ga bisa,NEGATIF,,,
Tiketku Muncul,bagus bisa lihat ketersediaan seat,POSITIF,,,
Rono Puspito,Sangat membantu,POSITIF,,,
Pengguna Google,"Baru instal,klo bgs ditambah lg bintangnya",POSITIF,,,
Juwitaaa Kim,Jelek banget gabisa digunain apl bgsd,NEGATIF,,,
Budi Nurwahyu,Sigap dan mantul,POSITIF,,,
Gustaf Nibe,Jalan pintas biar Hemat,POSITIF,,,
Setyo Utomo,diskon berani besar,POSITIF,,,
Gunaone Tri Suwarno,Sangat membantu,POSITIF,,,
Pengguna Google,mantaaappp cs responsenya cepet Dan membantu sekali menjawab2 pertanyaan,POSITIF,,,
Pengguna Google,Lumayan bagus. cepat lodig y,POSITIF,,,
Pengguna Google,Paling top diantara yg lain,POSITIF,,,
Herman,semoga bisa membantu yg terbaik,POSITIF,,,
keishaspam keisha anindya ariyanti,Enk bngt dan nyaman,POSITIF,,,
Wafaahya Ahya,gak bisa di Download gmn iniii....,POSITIF,,,
anna ajjah,"memuaskan, harga ok!! ",POSITIF,,,
Pengguna Google,Pengalamanku wkt pesan hotel full tp Berkat Mister Aladdin masih bisa dapat  ,POSITIF,,,
Sigit Bahari,tolong disertakan dlm bahasa indonesia,NEGATIF,,,
Adi S,"Bagus, harganya bersaing",POSITIF,,,
Micha chan,kok ga ad bandara kertajati?,NEGATIF,,,
Bagus Susanto,serius murah tiket keretanya... diskonnya top,POSITIF,,,
Ngadi ono,mantul...cma pembayaran virtual acunt bca belum ada...,POSITIF,,,
bangun firdaus,Mantap ... banyak promonya,POSITIF,,,
Wiwin Widiawati,mudah... sangat membantu,POSITIF,,,
Ferani Aqsa,saya mau mencari dri belitar ko tidak ktmu ya,POSITIF,,,
dugel suji,semoga bermanfaat maju terus,POSITIF,,,
Farid Gaming•,Baguss bangettt ngentod,POSITIF,,,
johanes tenriraja,Harga menentukan pilihan,POSITIF,,,
sasi kalanera,"PARAH GW BOOKING HOTEL BUAT ORTU, UDH GW BAYAR TAPI ILANG GITU AJA BOOKINGANYA ANYING",NEGATIF,,,
hari prasetyo,bagus lbh mudah digunakan,POSITIF,,,
Malika Rangkuti,metode pembayaran nya kurang banyak,NEGATIF,,,
arif rahman hakim,Aplikasi sangat membantu,POSITIF,,,
Firman Junaidi ST,"Tidak baik, tidak banyak membantu",NEGATIF,,,
ayudia ayudia,Selalu ada jalan dengan mr aladin  ,POSITIF,,,
mekahnusantara official,Kasih 3 dulu,POSITIF,,,
sasi kalanera,"kambing, d apdet malah ga bsa log in",NEGATIF,,,
Bernardus Adji,cukup membantu untuk mencari tiket,POSITIF,,,
Clara 30,Sangat membantu,POSITIF,,,
yuli anto,"Aplikasi sangat berat dan lambat,.",NEGATIF,,,
Siti Hodijah,promonya tiket pesawatnya kurang mantap,NEGATIF,,,
Hermin Ningsih,"terima kasih, cari tiket jadi mudah",POSITIF,,,
PratiwiToding Tandiseru,rute tujuan makassar kok ngk ada,NEGATIF,,,
Febri Djavianto,Istimewa..banyakin Promo dan Diskon nya dong,POSITIF,,,
Titus Ahiung,sangat membantu perjalanan saya..,POSITIF,,,
Bima Putra,Ko tdk bisa pembayarn lewat alfamart dipilahan pembayaranya tidak ada,NEGATIF,,,
Denaya Gabrielle,Loding terlalu lama,NEGATIF,,,
Supriyanto Nurmarsito,"Sudah bagus neh app, discountnya juga oke",POSITIF,,,
hendi Susanto,belum pernah dikecewakan ,POSITIF,,,
Sri Ayu,bosan mahal,NEGATIF,,,
Gusti Ardiansyah,kalo boleh diskonnya seperti kemarin,NEGATIF,,,
Sun Nardi,Sangat puas.trimaksih mister aladn,POSITIF,,,
Pengguna Google,Mantap..sangat membantu saya..,POSITIF,,,
Hendra Polonia,Sangat mengecewakan..,NEGATIF,,,
Zaenal Ahmad,aplikasi yg paling gue demenin...   ,POSITIF,,,
Apriansyah Apriansyah,"tingkatak promonya, and aplikainya d percepat",NEGATIF,,,
Taniaeka Safitri,Sangat membantu sangatbagus misteraladin,POSITIF,,,
Erna Jedi,Sangat membantu dan cukup lengkap.,POSITIF,,,
adriano yusuf,aplikasi yang bagus untuk akomodasi saya,POSITIF,,,
vadra wijaya,Aku mau pergi ke linggau,POSITIF,,,
aiu novv,diskon hotel diperbanyak dong,NEGATIF,,,
Hendry Iswandi,pembayarannya susah dam ribet. uninstal maav,NEGATIF,,,
Asep Tri,good aplikasi... recomended,POSITIF,,,
Sholahuddin yazid,Murah tiketnya banyak potongan,POSITIF,,,
SANTHOS WACHJOE PRIJAMBODO,pesanan tidak bisa di cancel,NEGATIF,,,
Fadli Arif Baqosih,bagus dan terpercaya,POSITIF,,,
Muhammad Sidiq,selalu jadi aplikasi Terbaikkk...   ,POSITIF,,,
Romdhan pananggungan,seru kalau kamu donlod ini,POSITIF,,,
Id Jah,Blm seratus persen hslnya,POSITIF,,,
Kurniawan,baru mau coba aplikasi ini,POSITIF,,,
Rifan Hakim,Liburan lebih murah   ,POSITIF,,,
Hendra Anas,Mantap aplikasinya......!!!,POSITIF,,,
Kunjara Raya,keren   semoga lancar terooss diskonya ajib bener aladin,POSITIF,,,
Thinny Marz,promo tiket kereta banyak bgt,POSITIF,,,
satria januarto,Diskonnya mantap,POSITIF,,,
krisna label,Sangat membantu traveler.,POSITIF,,,
Abdul Rohman,"saya yakin, ini bagus",POSITIF,,,
Kusnadi Tamin,sangat bermanfaat buat saya,POSITIF,,,
Hidayat Sapari,"Bagus, dapat diskon lagi,,,",POSITIF,,,
batara indra,coba empat dulu...,POSITIF,,,
dj onyonng onyonng,sata suka mister aladin gapang pesan holel pesawat,POSITIF,,,
endro martoyo,Promo sangat menarik,POSITIF,,,
Alexander Nainggolan,cocok untuk traveling,POSITIF,,,
Renal Alfian,terimakasih memang juara mister aladin majun 🤲,POSITIF,,,
Nikmahnur Azizah,banyak promo menariknyaa,POSITIF,,,
Rizkia Ananda 21,Harga Promo Nya Aseli Mantap  ,POSITIF,,,
sumarso marso,sangat puas atas diskonnya,POSITIF,,,
il yanxzea,slow respon admin nya,NEGATIF,,,
cahyo wied,Sangat bermanfaat,POSITIF,,,
simon maulana,discount kalah saing dgn ota lain,NEGATIF,,,
wawan nofiyanto,Mantap banyak diskonya,POSITIF,,,
ikhsan pambudi,Tambah lg promonya yaaa,NEGATIF,,,
Helmi Wibowo,kumaha weh lah amal mah mere bintang 5 ge amal,POSITIF,,,
Vahda Mais,lama reapon klau kita nanya.,NEGATIF,,,
Samuel Agung,banyak diskonnya,POSITIF,,,
Ulima Fauzia,sedikit pilihan,NEGATIF,,,
Rahmat Widianto,Nice promonya!,POSITIF,,,
Pengguna Google,semoga berkah,POSITIF,,,
Y. Astyowati Wahyuningtias,Siap di coba,POSITIF,,,
Wila Hidayat,bagusssssss.tp blm prnh booking.hehee,POSITIF,,,
Indra Wati,Lebih dibanyakin promonya,NEGATIF,,,
REZA TRI MUKTI,Ini kayak di dipi bukan,POSITIF,,,
Jeli Novitawati,sangat membantu,POSITIF,,,
Dziky Ravi Tama,promo kereta nya maknyus,POSITIF,,,
Solih Mohamad,sangat membantu,POSITIF,,,
Iwan Setiawan,bagus dan baik,POSITIF,,,
yosep poernomo,pertahankan diskon nya  ,POSITIF,,,
Widho Eko Darmoko,sangat membantu,POSITIF,,,
Boedi Cumi,sangat membantu,POSITIF,,,
Norma mhikmah,sangat membantu,POSITIF,,,
Arie Abronie,br coba nih aplikasi...,POSITIF,,,
Iswandi Dhodo,perbanyak promo nya min,NEGATIF,,,
Anung Harijanto,Seneng sama diskonnya,POSITIF,,,
Sugianto Cheung,di perbanyak untuk tours nya,NEGATIF,,,
eva agustin,Keyen banyak promo,POSITIF,,,
Rommy Aditya,travel paling buruk,NEGATIF,,,
Andreas Yunianto,"baguss, dan promo besar",POSITIF,,,
Riez Mahardika,aplikasi yg ckp membantu,POSITIF,,,
Ef Nab,terlalu besar mengupdatenya,NEGATIF,,,
radmoko nugroho,Mantap sekali,POSITIF,,,
Andi Surya,harga tiket lebih murah,POSITIF,,,
Bowonatadika Natadika,sangat mudah dan nyaman,POSITIF,,,
Widiya rtati,blm pernah pake ud update,NEGATIF,,,
Ilham Akmaludin,"Mantap anjing, yes",POSITIF,,,
Linda Kusumo,bagus..banyak promonya,POSITIF,,,
Pengguna Google,harganya mahal,NEGATIF,,,
Nouvo Tangsel,Diskonnya mantabs,POSITIF,,,
Pengguna Google,mister aladin bisa pesan sekarang waw,POSITIF,,,
Budi chanel video keren Karo koplak,sangat membantu,POSITIF,,,
Agus Purwono,semakin d percaya,POSITIF,,,
FITRIAH SANUSI,memuaskan..,POSITIF,,,
Ilin Khalilurrahman,sangat membantu,POSITIF,,,
imadudin rosad,Mantul promonya,POSITIF,,,
Novia zahrotul alfirdausya,akan dicoba,POSITIF,,,
Pengguna Google,harga hotel variatif,POSITIF,,,
Angga Erlangga haikal,jalan jalan ah ke aljajair,POSITIF,,,
M.sayuti Hermawan,hebat semangat ya bravo,POSITIF,,,
Yanti Yanti,Mr. aladin mmg okey,POSITIF,,,
bintang syenzie,lumayan sangat membayu,POSITIF,,,
konsultan kesehatan,suka .....banget   ,POSITIF,,,
Alex Farezi,baru mau coba,POSITIF,,,
rianinurifa,diskon nya terbaik,POSITIF,,,
Loli Purnama Dewi,bisa rescedule gk ya?,NEGATIF,,,
Putri Sulistyowati,Coba dulu ya,POSITIF,,,
oby prince,mister aladin yg lama lebih byk promo tiketnya,NEGATIF,,,
Agustinus Hermanu,promonya mantap...,POSITIF,,,
Zhafran Khalisa,Perbanyak promonya,POSITIF,,,
Mursidin Almursyi,"Kurang dr 3 menio, langsung uninstal",NEGATIF,,,
Saherman Pekanbaru,sangat memuaskan,POSITIF,,,
Qonita Lutpiyah,Diskonya ditunggu terus,POSITIF,,,
Bubar.jalan 33 @gmail.com Bubar Jalan,updute harga tiket,NEGATIF,,,
Edward SP,sangat membantu,POSITIF,,,
Achmad Bintang Fauzan,ga bisa refund,NEGATIF,,,
sunardi wijaya,cepat dan mudah,POSITIF,,,
Faisal Rahman,membantu....fantastik,POSITIF,,,
Shelly Sutanto,oke bgt nih apps,POSITIF,,,
Hilda Ika Yati,Diskon hotelnya banyak,POSITIF,,,
Iwan Hendi,sangat membantu,POSITIF,,,
Qolbana Al-hazim,keren diskonnya,POSITIF,,,
Heri Sutikno,banyak diskont nya yah baguuuss,POSITIF,,,
sukardi hutapea,Tidak puas !,NEGATIF,,,
Pengguna Google,2 aja dulu,POSITIF,,,
afrizal yaman,mantap..cm diskonya dikit,NEGATIF,,,
Aneuk Lon syg,pising aku kalian bikin,NEGATIF,,,
Sarjiman Iman,diskon kurang gede,NEGATIF,,,
Aqliaism,Terimakasih mister aladin :),POSITIF,,,
Faqih Shinobi,10pct ticket pesawat sudah hilang,NEGATIF,,,
Murni Ain,makasi aplikasi ini memudahkn,POSITIF,,,
deka putri,mantul diskon nya gede recomended pwol,POSITIF,,,
Pengguna Google,mantap diskonnya,POSITIF,,,
Novriati SP,sngat membantu ,POSITIF,,,
rodji ireng,mantaaaaap dicount nya...,POSITIF,,,
Sukran Ran,hutbah jumat terbaru,POSITIF,,,
bass hunter,memudahkan cara jdi flexibel,POSITIF,,,
Doni Armstrongs,promo pake syarata tai kucing,NEGATIF,,,
Guntoro Gun,baik promo oke,POSITIF,,,
Andreanus Andre,Tetap lebih oke traveloka,NEGATIF,,,
Eko Hendra Wira,Mantap trims Aladin,POSITIF,,,
A Ys,filternya dikit bener,POSITIF,,,
zal GO,aplikadix diperbaharui,NEGATIF,,,
Grace Lia,baru mau bergambung,POSITIF,,,
Arip Setiawan,mantaap banyakin promonya,POSITIF,,,
arie didit,Promonya mantabbb,POSITIF,,,
akmalkamaruddin,Sangat memuaskn,POSITIF,,,
Eka Waluya,Aplikasi lemot coyy,NEGATIF,,,
tantenya mida,Diskonnya asli,POSITIF,,,
Yuli anto,tes oke lanjut,POSITIF,,,
Azmi Milano,Recomended bgt pakai mister aladin. Banyak promonya dan gak akan mengecewakan,POSITIF,,,
Lala Jos,Semoga Slalu Membantu Cari Tiket Kereta,POSITIF,,,
indra sukma,Nicely,POSITIF,,,
Elisabet Tetey69,Baik,POSITIF,,,
Rita Wijaya,PAYAH!!!!,NEGATIF,,,
DARYONO DARYONO,oke,POSITIF,,,
Eko Cong,baik,POSITIF,,,
Lina Ajaa,E=CHECO,POSITIF,,,
Lenny Niwanty,Blm ada,POSITIF,,,
sudirman gaming,Very good,POSITIF,,,
Fahim Liverpudlian,Keren banget,POSITIF,,,
CAHAYA COMMUNITY,Ok,POSITIF,,,
HARWANTO YATIM MUSTOFA,ok,POSITIF,,,
Jarot Wuryanto,Ok,POSITIF,,,
Ezzy zago,Ok,POSITIF,,,
Dhenri Kurniadi,ok,POSITIF,,,
bondan attara,Mantol,POSITIF,,,
Ridwan Lisman,Murah,POSITIF,,,
ferly syahadat,Bagus,POSITIF,,,
Dicky Wahyudi,Mantap,POSITIF,,,
Taufik Munaf,Baik,POSITIF,,,
Taufiq Sanjaya,Mantap,POSITIF,,,
hankwang hankook,Mancapp,POSITIF,,,
Carissa Icha,Jooossss,POSITIF,,,
Putri jaya Lestari, ,POSITIF,,,
Fitri Yuliana,Good,POSITIF,,,
Razka3546 Ruana123456789,Alhamdulillah jaza kallohu khoiro,POSITIF,,,
Andrias Eko,Aplikasi slow respon..not recomended..,NEGATIF,,,
Su Parman,Sangat puas,POSITIF,,,
hendrik effendi,Ok banget,POSITIF,,,
kurniawan ramadhon,coba dulu,POSITIF,,,
Sudarmi Rosdiana,sering hoax,NEGATIF,,,
M.Fahrur Farid,Good aplication,POSITIF,,,
Dista Pani RA,Oke,POSITIF,,,
Nanang K,Sipppp,POSITIF,,,
Mustakim Al TV,Buruk,NEGATIF,,,
ANNAS A.Y,Bagus,POSITIF,,,
"Imam Fanani, SH",Mantap,POSITIF,,,
Yogie R Permana,Ok,POSITIF,,,
Yulia Andini,Bagusssssssssssssss          ,POSITIF,,,
Susana Benjamin,Bagus,POSITIF,,,
Uum Saumagawati,Bagus,POSITIF,,,
tri wahyuni,O.,POSITIF,,,
Kordine Akerpia,  ,POSITIF,,,
Sofia Febriani,Mister Aladin top ....,POSITIF,,,
koko arik,Bagus mantap,POSITIF,,,
arif nastainudin,Mantap benar,POSITIF,,,
Agus Karjuni,Muantap bagus,POSITIF,,,
si Kancil,mudah murah,POSITIF,,,
Triyanta Triyanta,cepat.,POSITIF,,,
windu jayadi,Nice,POSITIF,,,
MLalu Ali,ok,POSITIF,,,
Ridwan Malik,Good,POSITIF,,,
Fajar Juniar,Baik,POSITIF,,,
Hendro Alramy,Ok,POSITIF,,,
niluh sepri,Good,POSITIF,,,
luthfi izzuddin luthfi,Bagus,POSITIF,,,
imam tri wibowo,Ok,POSITIF,,,
anis alamsyah,Good,POSITIF,,,
Michael Selan,mantappppp,POSITIF,,,
yonfen hendri,Good,POSITIF,,,
asep suhendar,Good,POSITIF,,,
Sidik Tok,Ok,POSITIF,,,
Eva Maryana sari,Alhamdulillah,POSITIF,,,
Fikih123 Zulfikar,Ok,POSITIF,,,
Fatimah Azzahra,bgus,POSITIF,,,
ahmad syukri,Mantap,POSITIF,,,
Arina Husna,jos,POSITIF,,,
Gyu Kim,oke,POSITIF,,,
natalia soemanti,Susah,NEGATIF,,,
Muhammad Arkan,Okey,POSITIF,,,
dedi hendrawan,Jos,POSITIF,,,
manfie debih,Mantaap,POSITIF,,,
Dono Febrianto,Bagus,POSITIF,,,
Rojul Nurdin, ,POSITIF,,,
Muhamad Ridwan,Aplikasi mantab,POSITIF,,,
Ahmad Hoerudin,sangat bagus,POSITIF,,,
Asnul Yakin,Ok mantap,POSITIF,,,
Alhunk Jie,Belum ada,POSITIF,,,
Andriyana Dinata,Mantap,POSITIF,,,
zafran arka,Bagus,POSITIF,,,
Erwin Pangkahila,Good,POSITIF,,,
Suratno Ratno,Top,POSITIF,,,
Ryta Nuwa,Ok,POSITIF,,,
Maya Nurmayanti,Okkk,POSITIF,,,
Dhia Mus,Bgus,POSITIF,,,
Bayu Budi,Good,POSITIF,,,
Ardian Komala,baik thanks y,POSITIF,,,
Ojan Mas,Lodingya lama,NEGATIF,,,
Sutarjo Ridhotour,Sangat puas,POSITIF,,,
dwi andi,Good aplikasi,POSITIF,,,
Ullah Tina0099,Good job,POSITIF,,,
Raisya Azzahra,sangat puas,POSITIF,,,
Yudi Rahayudi,mister Aladin    ,POSITIF,,,
Melda Melda,ok,POSITIF,,,
Emanuel Ndelu Wele,Good,POSITIF,,,
Teddy Tamasya,Ok,POSITIF,,,
FAJAR MAHARDIKA,ruwet,NEGATIF,,,
Budiman Johansyah,Ok,POSITIF,,,
soni wijono,Good,POSITIF,,,
Anton Anton,Sip,POSITIF,,,
Rachmadi Usman,Ok,POSITIF,,,
suryo rujito,Best,POSITIF,,,
Meysa Jordins,Ok,POSITIF,,,
bisri nurohman,Mantul,POSITIF,,,
Westly Simanjorang,Good,POSITIF,,,
Zovan Fahlevi,Yuhu,POSITIF,,,
agus pur,ol,POSITIF,,,
Lukis Tiyono,Bagus,POSITIF,,,
Devarta Putra,Xy,POSITIF,,,
Triya Yuliani,Like,POSITIF,,,
Rendy Putra,yy,POSITIF,,,
Singgih Ardiyanto,Baguus,POSITIF,,,
Ricky Reza Pahlevi,good OTA Application,POSITIF,,,
Felly Anta,"Jozzz, howoz howoz",POSITIF,,,
Mumu Amalia,Sangat baik,POSITIF,,,
Jens Travel,harga murah,POSITIF,,,
nadia sayang,Harga mahal,POSITIF,,,
esti panuntun,Banyak diskon,POSITIF,,,
gunawan samsudin,Diskonnya geeudee,POSITIF,,,
Zaenab Willem,Bagus bgt,POSITIF,,,
Vick Hidayat,Mantap jiwa,POSITIF,,,
Darmawi Darmawi,Sangat puas,POSITIF,,,
daud pujiyanto,Sangat bagus...,POSITIF,,,
Muhamad ibrahim Wasgar,Sip,POSITIF,,,
Eko Setiomandiri,Mantab,POSITIF,,,
bonggo pribadi,Ok,POSITIF,,,
samson harjono,Jozz,POSITIF,,,
tony se,Ok,POSITIF,,,
Dudi Mridwan,Sip,POSITIF,,,
Fryda Oey,Keren,POSITIF,,,
Trie Ajeng,Ok,POSITIF,,,
muhammad darojat,Oke,POSITIF,,,
Fharmi Arnanda,Mantap,POSITIF,,,
Eko Setiadi,Good,POSITIF,,,
niluh winari,Good,POSITIF,,,
Machi Titi,Mantap,POSITIF,,,
rumit ruwet,Good,POSITIF,,,
The_Mandors Trip,mantap,POSITIF,,,
Belgica sangaji,Keren,POSITIF,,,
Geby Timban,Baik,POSITIF,,,
Fransiska Matutina,Mantap,POSITIF,,,
muhamad herpiji,Ok,POSITIF,,,
sri martina wiraswati,Ok,POSITIF,,,
Anisa Rahmadini,Bagus,POSITIF,,,
Hani Handayani,Bagusss,POSITIF,,,
ramdan mahmud Foker,Baik,POSITIF,,,
Soekrisno Tjokrodiwiryo,excellent,POSITIF,,,
Ahbai Chay Bama,Bagus,POSITIF,,,
Eddy Elminsyah Jaya,Ok,POSITIF,,,
Ciptateknik1234 Cipta,Mantap,POSITIF,,,
Erna Ernayunita,Ok,POSITIF,,,
White Better,Good,POSITIF,,,
Tharienha Harahap,Like,POSITIF,,,
Wahyudi Utomo,   ,POSITIF,,,
Ivo Hamri,  ,POSITIF,,,
Myk ekel, ,POSITIF,,,
Husni 161090, ,POSITIF,,,
sutikno no,bagus...............,POSITIF,,,
Villa Farm Chanel,All my journey had a disc.,POSITIF,,,
ali lasner,Mantuul muurah,POSITIF,,,
Niky Mawon,Mantapppp.....,POSITIF,,,
dedet firdaus,Menarik,POSITIF,,,
Wahyu Wibowo,Mantap,POSITIF,,,
Yuli Rahmawati,baik,POSITIF,,,
khoirus sani,TOP,POSITIF,,,
Alan Manurung,Mantap,POSITIF,,,
rony roy,Bagus,POSITIF,,,
Alifia Annisa,Good,POSITIF,,,
siti hasanah,Good,POSITIF,,,
Muhammad Hidayatollah,Good,POSITIF,,,
Yudi Permana,Mohon adakan pembayaran yg transfer via ATM donk biar lebih beragam cara pembayarannya,POSITIF,,,
alif haryono,Banyak promo,POSITIF,,,
Abdullah ahmad,Ok,POSITIF,,,
Angga Waugi,Oke deh,POSITIF,,,
Irsan Hadi Pratama,Ok sekal,POSITIF,,,
randi apri,burutani,POSITIF,,,
Haris.moch66 Abdul,good,POSITIF,,,
Temy Sucahyo,good,POSITIF,,,
Elvhina Mabui,tidak ada,NEGATIF,,,
She Tuantama,Top,POSITIF,,,
Giyatno Giyatno,Good,POSITIF,,,
Bul han,you're my decision broh,POSITIF,,,
hamid yusuf,top markotop,POSITIF,,,
Ayick Barcelona,baru awal,POSITIF,,,
Enceng Sujana,good aplikasinya,POSITIF,,,
Susinto Iwan,loading lama,NEGATIF,,,
Ratna Solatiah,sabgat puas,POSITIF,,,
Mhd Ridwan,Sangat bagussssss,POSITIF,,,
slamet suharyanto,kurang bagus,NEGATIF,,,
ZAINUL ARIF,Ok baik,POSITIF,,,
Huslan Rambe,zz ,NEGATIF,,,
Pengguna Google,good,POSITIF,,,
Agusyanto Cung Djie Tian,good,POSITIF,,,
Jhu Gaol,good,POSITIF,,,
Yasuo Adhi Nugroho,excellant,POSITIF,,,
ana aniaty,mantap,POSITIF,,,
Ninik Sandio,good,POSITIF,,,
Abdul Mutholib,none,POSITIF,,,
Septo Surono,bagus,POSITIF,,,
ANSHORI KURNIAWAN,good,POSITIF,,,
Abi Hanifah,mantaap,POSITIF,,,
Jasko johandes,ok,POSITIF,,,
Tar Muji,Bagus,POSITIF,,,
Arfin Trinanda,good,POSITIF,,,
edi damhudi,Sip,POSITIF,,,
djiuytg Hanityo,Sigit,POSITIF,,,
Wahyudi Hartono,ok,POSITIF,,,
Alyaquinsa Susilo,jelek,NEGATIF,,,
Mas Hqqi, ,POSITIF,,,
Nkm nink,Ok..............................,POSITIF,,,
