"Nama ","Review","Label"
"Suprapto Suprapto","Sudah jarang banget promo diskon KA lewat aplikasi.","NEGATIF"
"Ika Okta","Mengecewakan aplikasi gak bisa di buka. Mau jadwal tiket kereta gak bisa.","NEGATIF"
"Irianto Tandipanga","Sementara bintang 3. Dlm waktu dekat akan keluar kota.. semoga harga tiket ke tujuan tdk naik seperti yg terlihat saat ini..","NEGATIF"
"Yatmin yatmin","Kasih 4 dulu, kalau bagus dan banyak promo nya bisa tambah lagi","NEGATIF"
"tiara nadia","Bagaimana ini saya tidak bisa melakukan payment dengan segala metode?","NEGATIF"
"jelas itd har jelas","baru pertama kali mencoba kalau bagus yang pasti naik rating kalau jelek y tinggal unnistal","NEGATIF"
"arie anto","Tambahin pembelian tiketkereta api lokal nya juga....","NEGATIF"
"andi pulsa","Agak sulit klo boking tiket ka mudik","NEGATIF"
"Fitri Amalina","Customer Service tidak solutif dan penanganan masalahnya sangat lama.","NEGATIF"
"Ruth Marisa","Saya binggung,di aplikasi saya kok cuman pesawat nya Sriwijaya sama garuda doang ya?niatnya mau mesan batik air atau citilink Tanggapannya dong?","NEGATIF"
"ucim rvm","Lebih murah dari aplikasi yg lain... smga lbh bnyk promo lg ya","NEGATIF"
"Asep Hidayat","Mengecewakan, lebih baik hindari aplikasi ini","NEGATIF"
"Hi Voice","Promonya semakin sedikit.... payah... gak kaya dulu Apa karna kemahalan bayar artis iklannya ya?","NEGATIF"
"Johannes Nainggolan","Aq mau mesen tiket malah ga bisa force close mulu gmn nih","NEGATIF"
"Rai Lawendatu","Pelayanannya tolong di perbaiki katanya dapat voucher lazada tapi kok ngga kunjung ada mala di tamba lagi 7 hari / 24 jam jam kerja di kurangi saptu dan minggu  ","NEGATIF"
"Imanuelwaruwu Elwaruwu","Nanya cara pemesana mobil dari kalideres ke bandung caranya gimana","NEGATIF"
"Kang Husain","Sangat berharap dan dipastikan sangat membantu bila ditambahkan vitur booking tiket kapal api","NEGATIF"
"Ojan Mas","Kupon discon sama poin makin parah. Tidak kayak tahun 2019","NEGATIF"
"Indra WHN","Kenapa tidak bisa memunculkan harga tiket kreta api???","NEGATIF"
"Irwan Chandra","Tidak bisa Kembali ke pembayaran tiket pesawat","NEGATIF"
"Gina Andriana","Diskon hotel nya ditambah lagi dan di perluas jaringan hotelnya","NEGATIF"
"Lukman Hakim","Refund saya dari Tahun 2018 sampai dengan hari ini 15 Des 2019 belum saya terima","NEGATIF"
"Alex Milanisti","Om kalo pesen tiket bayar ny lewat bank bsa ngga,maaf saya blm mengerti masalah pembayaran ny,mohon pencerahannya.","NEGATIF"
"slamet editing","Berharap ada potongan harga dari semua maskapai dan semua jenis pembayaran","NEGATIF"
"Aris Prasetyo","Aplikasi mudah dg data traveller, tapi sayang promonya banyakin lagi dong","NEGATIF"
"mantiyem cokracok","Tiket pesawat dgn kode promo sdh tak ada lagi ,sy sdh tidak bs jualan.please berikan kode promo lg untk tket pesawat internasioanal","NEGATIF"
"Yossie Reiza","Sya baru pertama menggunkan aplikasi ini..kalau bagus aku tambah bintang lgi..","NEGATIF"
"Ade Pratama","Tulisannya bisa merubah tempat duduk setelah pembayaran Eh ternyata ngurusnya di KAI dan di charge 25 persen dari harga tiket","NEGATIF"
"Riski r.c putra","Hasil refund kok gak kembali uangnya ya? Status refund tapi di menu daftar refund gak nongol. Mesti gimana ini tolong","NEGATIF"
"Ana Winarti","Kenapa saya tidak bisa mendaftar yaa sudah dri kemarin belum bisa* jga","NEGATIF"
"joe andaresta","Untuk One Klik mohon Penambahan jenis Kartu Debit nya... Jangan menggunakan 1 Item saja...","NEGATIF"
"Afrisah Veronica","Maaf saya turunin bintang nya,skrg discon nya gk kaya dulu,kl cuma pesen 1 tiket gk bs nikmatin discon payah aaah sekarang","NEGATIF"
"Arthur Jocom","kenapa saat saya mau daftar pas nulis kata sandi salah teru","NEGATIF"
"MiN","Padahal udah melakukan pembayaran tapi masih menunggu pembayaran!!! Brengsek","NEGATIF"
"berlian putra","Cara refund hotel bagaimana caranya? Kok aneh","NEGATIF"
"Deddy Gunawan","Harga tidak up date harga di awal dan mau transaksi kandang berbeda","NEGATIF"
"hafidz ferdiansyah","Harga tiketnya kok malah sama dg traveloka,kirain lebih murah","NEGATIF"
"anz syach","Aplikasi apaan cman muter2 doang g bsa d andelin","NEGATIF"
"lorong waktu","komplain malah gak di bela..malah bantuin hotelnya..","NEGATIF"
"Akila Saharani","Tingkatkan lagi diskonya..","NEGATIF"
"henry newbies","masa stasiun nya gak lengkap mshbdaerah jawa aj gk smua stasiun ada. mohon di lengkapi. trimakasih","NEGATIF"
"Pranti Sari","kalo bisa ditambahkan kereta bandara juga donk","NEGATIF"
"Adi Prasetio","Diskon harga nya msh kalah sedikit dgn yg di sebelah, tks","NEGATIF"
"Ismail Sirmun","Aku ga suka iklannya..sangat mengganggu Aku.","NEGATIF"
"Sartina Madi","Kok susah bgt sih registrasinya pas mau nyamtumin email kok nggk bisa","NEGATIF"
"Hidayat Dental","Sayang bgt promo untuk domestik kurang banyak tujuannya harusnya semua provinsi ada promonya","NEGATIF"
"coretan Dhyka","setelah update.. udah gak bisa d buka app nya","NEGATIF"
"caplang hikari","Aduh min, gue mau verifikasi nomor telepon kok SMS nya lama banget   ","NEGATIF"
"dimas achmad","Pesen apapun nggak pake loading lama kayak aplikasi sebelah","NEGATIF"
"Muhammad Fadila","Tidak selengkap aplikasi sebelah ""burungbiru""","NEGATIF"
"Aditya Anugraha","Sinyal bagus, pas mau bayar malah eror..... -_-","NEGATIF"
"Fadlan Farabi","Suka nggk bisa kebuka aplikasinya kalau mau buka lewat notifikasi promo","NEGATIF"
"ROSITA SARI","Buat cari tiket kereta api kenapah ga bisa bisa yah? Solusinya dong","NEGATIF"
"YOYO CHANNEL 86","Bonusnya kurang..padahal udah langganan","NEGATIF"
"bang dodi","Gak bisa d andelin","NEGATIF"
"aan ohio","Pesen tiket kereta kok belum pernah berhasil.... Error terussss....","NEGATIF"
"tour travel","bagaimana cara pembelian tiket menggunakan voucher?","NEGATIF"
"Vawa Ida","Ini caranya pesan tiket kereta api bagaimana","NEGATIF"
"Aldrich Alodya","Sayang promo y hanya berlaku di atas pemesan 1jt,","NEGATIF"
"Sumarmo Adi","Mengecewakan","NEGATIF"
"bayu himawan","sebenernya aplikasi ini bagus sering saya pakai, tapi setelah update untuk pesan hotel, masak alamat hotelnya tidak ada langsung pilih kamar aja!!! bagaimana mau tahu letak hotelnya?? tolong di perbaikin!!!!!!","NEGATIF"
"ferry putri","Buat lg donk prmo seperti tiketnew,biar lebih enak lg","NEGATIF"
"Marfin fadilah","Harus memulai ulang pengisian data jika gagal","NEGATIF"
"Dede Setiawan","Mau daftar aja susahnya minta ampun bikin sandinya wkwkw sampah maaf y saya unistal ga jadi make meding pake sebelah","NEGATIF"
"thoha arbani","trlalau lama pelayananya,rumit coba di permudah","NEGATIF"
"Rio Aldianto","Informasi terminal yang kurang update","NEGATIF"
"Erizal Risfai","Tidak ada pengalan...!!","NEGATIF"
"Syahrudinsneors Sneors","Emg lagi elor untuk pembayaran","NEGATIF"
"Arif Abdurrahman","Harganya beda jauh sama sebelah.","NEGATIF"
"fatah elyasin","Promonya ditambah dong untuk non kartu kredit","NEGATIF"
"aryo prabangkara","Tidak bis ganti kursi kereta api","NEGATIF"
"ainun kh","Apaan gangguan mulu,,,,","NEGATIF"
"Amal Fatahillah","Disuruh hub melalui facebook atatu twitter,ngapainnnn coba","NEGATIF"
"Meldy Sartika","Kok d perbarahui semakin error Tolong siii saya booking tiket E tiket ny g kluar","NEGATIF"
"Rafly Ramadhan","Jelek sekali sistem nya, masa iya sih udah bayar lewat gopay dan udah jelas"" dr gopay berkurang nominal nya dan udh lapor ke pihak tiket. Com bilang nya di proses"" trs sampe 1 hari lebih dan dengan santai nya bilang kalau pihak gopay nya blm masuk ke pihak tiket. Com trs kemana ya uang saya? Dan mem...Ulasan LengkapJelek sekali sistem nya, masa iya sih udah bayar lewat gopay dan udah jelas"" dr gopay berkurang nominal nya dan udh lapor ke pihak tiket. Com bilang nya di proses"" trs sampe 1 hari lebih dan dengan santai nya bilang kalau pihak gopay nya blm masuk ke pihak tiket. Com trs kemana ya uang saya? Dan meminta untuk refund tp di proses"" lagi padahal udh lagi urgent tp masih aja proses"" trs gimana sih katanya terpercaya tp sistem kerja nya lama. Dan harus menunggu 14 hari gak berperikemanusian","NEGATIF"
"Arioo Pradana","Klo di perbarui lgi app, di tmbhin bintang ny....","NEGATIF"
"mangkuludin mulyanharan","Kenapa pesan booking hitel kok sekarang harus cash.","NEGATIF"
"Taha Bas","Bagus klu bisa dapat poinnya yg byk","NEGATIF"
"M Syarif Saing","Jo u jo tu u kubik huhuhu jijik III hihihi jijik kali untuk huhuhu uku","NEGATIF"
"Rizky Fahmi","Aku dwonload aplikasi ini karna RANS ENT pdhal ga mau kemana mana wkwk","NEGATIF"
"IBOB ina","Kenapa saya gak bisa reschedule?","NEGATIF"
"Fajri Nulandari","Mau bertanya ko promo tiketnew sudah GK ada","NEGATIF"
"andi arpan","Harga ga menipu... tidak berubah2","NEGATIF"
"miszal vlog","lebih update dr aplikasi yg lain","NEGATIF"
"Minggu Mbo","Tolong berenti iklan nya repot saya","NEGATIF"
"mis. liliput 45","utuk pesen tiket kereta cepet tp utk hotel krg membantu","NEGATIF"
"kesuma arinandy","awalnyaa saya kasih bintang 1 karena etiket saya bermasalah, tapi kurun waktu 24 jam CS menghubungi dan bertanggung jawab atas hal ini sampe dibantu buat pemesanan tiket ulaang, jadii bintangnya saya tambah .. semoga kedepannyaa sistemnyaa bisa lebih baik lagii","NEGATIF"
"Chandra Sentosa","Oke. Terkadang masih mahal","NEGATIF"
"ricki nindi putra","Tolong d tingkatkan kembali","NEGATIF"
"Purnomo Aji Saputro","Mengecewakan pelayanan customer lambat","NEGATIF"
"Ahmad Mukhlis Hidayat","MENEGECEWAKAN ! ! ! Pesan penginapan 2 kamar, sudah bayar tapi tiba2 kamar penuh. Udah lebih dari 14 hari proses refund belum beres juga. CS gak bisa ngasih info yg jelas...","NEGATIF"
"bayhagi salimguna","Diskonnya tanpa minimun transaksi dong kk.....","NEGATIF"
"Yusuf Supriyono","Asli lucu pake aplikasi ini ","NEGATIF"
"fitha ubaidillah","Aplikasi ini mencuri uang saya.. Saya ajukan refund dengan alasan kesehatan tp refund sy ditolak dengan dalih nama pemesan dengan nama pemilik rekening beda jadi uang sy hangus.. Untuk rekan2 segera uninstal aplikasi ini jangan sampai jadi korban berikutnya","NEGATIF"
"Warkop Dayat3","Fitur cek in online blm ada","NEGATIF"
"Aditiya Syahda","Gk ada kah tiket kapal mohon di jawab","NEGATIF"
"Dion Hermawan","Tapi pembayaran sering eror","NEGATIF"
"maria dwi stefani","Pengalaman yg menurut saya kurang mengenakan, pas lagi order tiket kreta, jelas2 tiket masih ada, langsung Booking dan langsung transfer pembayaran, setelah ditunggu sampai sehari sebelum jadwal keberangkatan kreta ternyata belum dapat konfirmasi kode Bookingnya, hubungi Customer service ternyata ti...Ulasan LengkapPengalaman yg menurut saya kurang mengenakan, pas lagi order tiket kreta, jelas2 tiket masih ada, langsung Booking dan langsung transfer pembayaran, setelah ditunggu sampai sehari sebelum jadwal keberangkatan kreta ternyata belum dapat konfirmasi kode Bookingnya, hubungi Customer service ternyata tiket yang sudah saya bayar tiketnya tidak ada dan dipindah kejadwal kreta yg lain. Saya minta cancel dan dikonfirmasi dana akan kembali, tetapi sudah 4 bulan dana tidak kembali juga","NEGATIF"
"Sabar Sucipto","Aku coba pesen tiket k.a untuk 4 orang di mini market, kasirnya bilang ""gak bisa lagi pak, kalau bayarnya bisa di sini, pakek aplikasi tiket dot kom aja pak"" akhirnya aku download dan buka, eh gampang banget dan aku bisa pilih kursi semauku.","NEGATIF"
"rosmidewati saragih","Koq aneh ya,jelas2 harga lagi promo,pas pesan masukin data segala macam,lanjut ke pembayaran, keterangan harga sudah di perbaharui ke harga normal. Jadi harga yg harus di bayar tetap normal. Bukan 1 atau 2 x saya coba berxx tetap begitu. Trs harga promo yg ditampilkan buat apa gitu ?????","NEGATIF"
"Saifuddin fun","Belom pernah transsaksi.","NEGATIF"
"Ahyar Ani","Tambah pilihan hotel lagi","NEGATIF"
"Irwan Tri Wahyudi","Knp saat memunculkan harga terbaik pd bulan tertentu akan muncul harga sangat murah. Tp saat dipilih tanggal. Harga murah tersebur tidak ada.. ini kan jd PHPin saya  ","NEGATIF"
"Aji Ansyah","Aplikasi terburukkkkkkkkkkk","NEGATIF"
"Rizqi Bianda","sering sering promo yaah","NEGATIF"
"Muhammad Ridha DS","Promo banyak-banyak yaa..!","NEGATIF"
"Mentari Gemilang","Tolong! Perbarui aplikasi untuk kolom promo diatur lagi, di klasifikasikan sesuai panel ""promo pesawat"", ""promo hotel"" dll, puyeng lihat kolom promo yg sekarang. Slide nya cepet banget ganti. Agak diperlambat waktu buat slidenya geser otomatis. Bisa lihat apk trvlk sebagai rujukan. Oh ya, bisa diper...Ulasan LengkapTolong! Perbarui aplikasi untuk kolom promo diatur lagi, di klasifikasikan sesuai panel ""promo pesawat"", ""promo hotel"" dll, puyeng lihat kolom promo yg sekarang. Slide nya cepet banget ganti. Agak diperlambat waktu buat slidenya geser otomatis. Bisa lihat apk trvlk sebagai rujukan. Oh ya, bisa dipertimbangkan juga tiketdotcom menyediakan tiket bus/travel. makasih","NEGATIF"
"Yuda Agasi","Haloo tiket id. Bagaimana dengan boxingan hotel saya, sudah di bayar tp tidak bisa terkonfirmasi, proses refund 14 hari , pas udah 14 hari suruh nunggu lagi 14 hari. Dan belum ke refund juga, tolong di perbaiki sistemnya, dan proses refund memakan waktu sangat lama dan belum kerefund juga sampai sek...Ulasan LengkapHaloo tiket id. Bagaimana dengan boxingan hotel saya, sudah di bayar tp tidak bisa terkonfirmasi, proses refund 14 hari , pas udah 14 hari suruh nunggu lagi 14 hari. Dan belum ke refund juga, tolong di perbaiki sistemnya, dan proses refund memakan waktu sangat lama dan belum kerefund juga sampai sekarang,saya pernah pesan hotel dengan rate 500 an dan waktu besok mau cek in, ternyata belum kedaftar, akhirnya bayar di tempat dg harga rate 700 an,mohon di perbaiki, semoga berkah,sukses tiket.id","NEGATIF"
"Teguh Suharyanto","makin pelit diskon untuk tiket pesawat, S&K Berlakunya pun tambah banyak, yg simpel simpel aja gak usah kebanyakan S&K, terutama minim transaksi, yg ujungnya ga dpt diskon krn minim transaksi tidak tercapai. Jadi kalo mau ngasih diskon, murni aja ga usah ini itu, brp %, di harga tertera, thanks","NEGATIF"
"Afdhan M Risyaf","Sorry bintang 3 , karna pas pemesanan hotel pertama kali disini saya pesan dan datang ke hotel. Kata hotel tsb bilang gak ada pesanan yg masuk setelah itu diminta bukti pemesanan lewat email. Dan itu menyulitkan user harus buka email terlebih dahulu, dan juga permintaan hotel seperti single bed or d...Ulasan LengkapSorry bintang 3 , karna pas pemesanan hotel pertama kali disini saya pesan dan datang ke hotel. Kata hotel tsb bilang gak ada pesanan yg masuk setelah itu diminta bukti pemesanan lewat email. Dan itu menyulitkan user harus buka email terlebih dahulu, dan juga permintaan hotel seperti single bed or double bed harus di tulis secara manual, harus nya pakai check box yang sudah di tentukan. Untuk pemesanan kereta worth it lah. Terimakasih.","NEGATIF"
"Eddy Surya","Harga sm tetangga ga berbeda. Cm beda di point aja lebih flexibel. Kekurangan di maps waktu liat posisi hotel. Harus di oper dulu ke aplikasi Google maps. Jadi ribet bgt. Buat diskon sih sama aja sm pelitnya. Cara penampilan foto di pada saat pemesanan hotel. Penyajiannya lebih menarik. Dan ada 1 lg...Ulasan LengkapHarga sm tetangga ga berbeda. Cm beda di point aja lebih flexibel. Kekurangan di maps waktu liat posisi hotel. Harus di oper dulu ke aplikasi Google maps. Jadi ribet bgt. Buat diskon sih sama aja sm pelitnya. Cara penampilan foto di pada saat pemesanan hotel. Penyajiannya lebih menarik. Dan ada 1 lg yg kalah sama aplikasi tetangga yg lain lg. Pada saat mencari penerbangan. Di aplikasi tetangga ada yg dpt memberi informasi lengkap di terminal berapa penerbangan yg di pilih saat berangkat dan tiba","NEGATIF"
"Yuniar chanel","Lemot jafingan nya ,bayak eror nya","NEGATIF"
"gervasius arsa","sekarang transaksi gagal atau kadaluarsa tidak bisa dihapus sendiri. jadi harus menunggu 24 jam baru bisa dilakukan pemesanan ulang. kan lama dan menyulitkan pengguna, keburu pesanan diambil orang dong!!! padahal dulu ada fitur utk menghapus transaksi jika transaksi gagal atau kadaluarsa.","NEGATIF"
"Maz Im","Selalu gagal pencarian","NEGATIF"
"Atica sholikha","Aaya pesan tiket pesawat dan hotel tadi malam. Pembayaran lewat gerai alfa. Sy coba bayar berkali2 selalu kata kasirnya time out. Alias gangguan. Sy coba ganti metode pembayaran malah aplikasi berhenti sendiri lalu tiba2 keluar. Ah kalau kayak gini nyesel psen di sini. Banyak promo tp gangguannya ga...Ulasan LengkapAaya pesan tiket pesawat dan hotel tadi malam. Pembayaran lewat gerai alfa. Sy coba bayar berkali2 selalu kata kasirnya time out. Alias gangguan. Sy coba ganti metode pembayaran malah aplikasi berhenti sendiri lalu tiba2 keluar. Ah kalau kayak gini nyesel psen di sini. Banyak promo tp gangguannya gak tahan.","NEGATIF"
"Ruli Retno Mawarni","Nyebelin karena perbarui nya maksa banget, kadang pas kepepet dan kuota tipis butuh cepet harus banget perbarui aplikasinya. Harusnya kita di bebaskan memilih mau perbarui apa enggak, bikin ga nyaman aja kalo terpaksa gini. Nanti kalo pas orang mau, akan sukarela juga memperbarui","NEGATIF"
"Ery Daniel","Promo hanya tersedia jika kita sudah membeli tiket dan membayarnya dan terlalu banyak syarat dan ketentuan yang apabila transaksi besar saja Cth : 1. Harga tiket kereta 500rb pdhal tiket tsb hanya untuk kelas eksekutif, lalu jika bisnis dan ekonomi harga normal... 2. Pesan hotel ga ada discount, set...Ulasan LengkapPromo hanya tersedia jika kita sudah membeli tiket dan membayarnya dan terlalu banyak syarat dan ketentuan yang apabila transaksi besar saja Cth : 1. Harga tiket kereta 500rb pdhal tiket tsb hanya untuk kelas eksekutif, lalu jika bisnis dan ekonomi harga normal... 2. Pesan hotel ga ada discount, setelah booking lalu bayar, baru ada discount hotel Sama aja dengan imingÂ²","NEGATIF"
"Ade Rosi","Kecewa dengan pelayanannya padahal pesen yang premium tapi malah disediain yang standar, udah konfirmasi sehari sebelumnya kirain masalahnya udah clear eh pas chek in ga ada perubahan apa-apa, jadinya fasilitas standar bayar premium, mohon diperbaiki lagi","NEGATIF"
"HENGKI MANULLANG Fernando","Saya kasih 1 bintang duluh","NEGATIF"
"nodi OpenArm","banyak lagu y","NEGATIF"
"Ayu Nedaq","Aplikasi apaan ini saya sudah bayar tapi malah gak bisa konfirmasi pembayaran dan di aplikasi pesanan saya sudah kadaluarsa , masak iya gak bisa otomatis sih pdahal udah bayar, sudh chat CS nya di whatsapp tapi ya gitu suruh nunggu"" tapi gak ada solusi dan tiket saya gak ada Tolong tutup sajja aplik...Ulasan LengkapAplikasi apaan ini saya sudah bayar tapi malah gak bisa konfirmasi pembayaran dan di aplikasi pesanan saya sudah kadaluarsa , masak iya gak bisa otomatis sih pdahal udah bayar, sudh chat CS nya di whatsapp tapi ya gitu suruh nunggu"" tapi gak ada solusi dan tiket saya gak ada Tolong tutup sajja aplikasi ini karena makin lama makin banyak orang yg dirugikan Memalukan","NEGATIF"
"NW Sudarsono","Banyakin lagi ya diskon nyaaa","NEGATIF"
"WILLYM WIDJAJAKUSUMA","Mohon bikin kategori breakfast","NEGATIF"
"Randyezaz Setiawan","Min mau tanya . untuk cicilan kartu kredit 0% kerjasama dengan bank apa saja.? Dan minimal transaksi brapa kalau saya ingin membeli tiket kereta.. Trims..","NEGATIF"
"Priyanka Amonada","Gak bisa didownload","NEGATIF"
"Ihsan Hasan","Nanti saya kasih bintang lima kalau pemesanan tiketnya udah bisa multi-city. Soalnya aplikasi sebelah bisa multi city. Aplikasinya masih kurang flexibel buat nyari tiket pesawat. Misalnya mau ke Jakarta dari Jogja tapi pulangnya dari Bandung ke Jogja gak bisa. Lapak sebelah bisa. Padahal nih aplikas...Ulasan LengkapNanti saya kasih bintang lima kalau pemesanan tiketnya udah bisa multi-city. Soalnya aplikasi sebelah bisa multi city. Aplikasinya masih kurang flexibel buat nyari tiket pesawat. Misalnya mau ke Jakarta dari Jogja tapi pulangnya dari Bandung ke Jogja gak bisa. Lapak sebelah bisa. Padahal nih aplikasi sebenarnya bagus banget. Itu doang yang gua sesali. Karena sebagai traveler kita gak mungkin berangkat ke Kuala Lumpur pulangnya dsri tempat sama. Kadang berangkatnya ke KL pulangnya lewat Singapura","NEGATIF"
"ÅšÄ¨ÅƒÅ¶Å Ä¹Ä”Ä”","Aplikasi eror gk bsa di pake","NEGATIF"
"Rofik Yudha saputra","Kasih poin buat diskon dong","NEGATIF"
"Dewi Purwaningsih","Utk pesan hotel sedikit beresiko, sy pernah pesan hotel dgn rate 200an something, ktk check-in petugas hotel blg kalau mereka tdk bekerja sama dgn tiket ataupun aplikasi lainnya. Kemungkinan yg mendaftarkan tiket itu oknum lain. Untung harganya murah dan masih ada kamar jd sy bayar lagi saja biar bi...Ulasan LengkapUtk pesan hotel sedikit beresiko, sy pernah pesan hotel dgn rate 200an something, ktk check-in petugas hotel blg kalau mereka tdk bekerja sama dgn tiket ataupun aplikasi lainnya. Kemungkinan yg mendaftarkan tiket itu oknum lain. Untung harganya murah dan masih ada kamar jd sy bayar lagi saja biar bisa istirahat drpd ngotot2an. Saya lgsg telpon tiket dan mereka bersedia refund. Harusnya verifikasi utk hotel lbh ketat ya.","NEGATIF"
"Samuel PLSC","CS nya tidak ramah. Proses refund ribet. Mending beli di sebelah, sedikit lebih mahal tapi jauh lebih bagus pelayanannya.","NEGATIF"
"trimulyo wie","Belum dapat kejutan","NEGATIF"
"Siber Basongan","Mohon tingkatkan pelayanannya","NEGATIF"
"Irmandy Haroen","Yg promo ga pernah dpt","NEGATIF"
"Wahyu Agustyawan","Sangat bertele2 saat terjadi masalah. Proses rebooking lambat, proses refund pun lambat. Sangat mengecewakan. Pdhal saya sdh lama pakai aplikasi ini. Jd auto uninstall....","NEGATIF"
"jdat jr","Baru pertama bikin order tapi status pembayaran tidak diterima. Padahal udah melakukan pembayaran tanggal check in udah dekat tapi jawaban yang diterima dari cs hanya disuruh menunggu. Jawaban lewat livechat dana belum masuk padahal sudah ada struk dari pihak Indomaret. Aplikasi nggak jelas","NEGATIF"
"Pandu Dwijayanti","Tidak ada pilihan pembatalan di aplikasi ini dan pilihan pembayaran hnya ada 2 pilihan,lngsng setuju utk memesan hotel dgn membayar/pembayaran mlalui kartu kredit.harapannya ada pilihan bayar di hotel.sehingga ktka mendadak acara di ubah di kota lain,cancel be2rp hr sblmnya tanpa proses ribet dan ha...Ulasan LengkapTidak ada pilihan pembatalan di aplikasi ini dan pilihan pembayaran hnya ada 2 pilihan,lngsng setuju utk memesan hotel dgn membayar/pembayaran mlalui kartu kredit.harapannya ada pilihan bayar di hotel.sehingga ktka mendadak acara di ubah di kota lain,cancel be2rp hr sblmnya tanpa proses ribet dan harus khilangan nominal uang yg telah di bayarkan.padahal toh kamar hotelnya masih bisa di jual lagi.","NEGATIF"
"Aldi Palimbo","Gk bisa cek jadwak kapal laut    ","NEGATIF"
"Lili Mahfuza","Segitu aja dulu","NEGATIF"
"Mey Tha tha","Aplikasi gak berfaedah,,, pesen tiket kereta gak bisa di pilih Detail.. Kecewa  ","NEGATIF"
"rendraaps","mengapa proses saat ingin memilih kursi sangat lama sekali? saya menunggu lama akhirnya eror padahal saat itu tiketnya masih banyak kouta kursinya? tolong di perbaiki. secepatnya.","NEGATIF"
"Annabelle 07","Untung ga jadi beli.. Meskipun liat promo nya pertama mengesan kan dan menggiurkan... Liat ulasannya kok bikin merinding... Mending delete aja...maaf ya... Tolong diperharui sistem nya. .","NEGATIF"
"Simon Imanuel","aplikasi minta update aneh? kl ga update ga bisa buka ni aplikasi taiiii maksa banget emang yg jual tiket km doang!!!!","NEGATIF"
"Desi Nolisa","Tapi ada masalah jaringan di aplikasi ini Tolong ya dibenerin","NEGATIF"
"Muhammad royhan","aplikasi apa inii -_- ngephp in aja tai, di tgl ada harga 913k eee pas dicek ga adaa....mending gua hapus ajaa .","NEGATIF"
"Messy Tjhin","pelayanan sangat-sangat mengecewakan,email saya tidak direspon,whatsapp saya tidak direspon,telepon ke cs sibuk terus.pelayanan macam apa ini!!!Segera kembalikan uang saya!!","NEGATIF"
"Ismail Berau","Tidak bisa beli tiket pesawat ,Setiap pilih jadwal penerbangan pesannya muncul ""oh tidak waktu anda habis""","NEGATIF"
"Neni Aisiyah Ningrum","Setiap kali mau pesan tiket pesawat np yaa tulisanx ""waktu habis"" hmmm","NEGATIF"
"Pengguna Google","tolong jangan sering up date aplikasi. kasian konsumen yg perangkat nya tdk bisa memadai ...malah tdk jd beli. mnggunakan aplikasi yg lain...mohon dperhatikn mnagemen. tks","NEGATIF"
"fahad abdullah","Pesan tiket pesawat harga yg di tampilkan 666rb. Waktu klik pilih/pesan jdi 900 .....pie toh iki","NEGATIF"
"Leo Dwi Andika","sering sekali maskapai yg muncul cuma 2 aja....contoh maskapai lion air nam air tidak tertera dipilihan","NEGATIF"
"Audy Ardany","payah gue kecewa dengan pelayanannya buat temen2 cari yg tidak merugikan kita sebagai konsumen....itu pesan saya...   ","NEGATIF"
"Aji Prasetyo","Aplikasih anda bermasalah. Percuma umbar promo"" menarik tidak bisa di pakai walau sudah memenuhi smua syarat. Terutama promo untuk citilink. Anda developer terburuk!!! Saya kecewa","NEGATIF"
"Pengguna Google","Mohon maaf saya hapus dulu kurang bagus....saya masukin data sudah benar di ulang2 sampek capek tetep susah....masih bagus yang punya sebelah","NEGATIF"
"Michalis Sharief","DIMANA TUH HARGA TIKET RP 671 RIBU ...? IKLANNYA TOLONG YG BENAR JANGAN NGACO ...!!!","NEGATIF"
"bocah kampung","Nggak jelas promo gledek nya. Nggak usah buat promo bos.","NEGATIF"
"ggin2s","   Jangan harap dapat tiket kereta lebaran dr aplikasi ini, permainan para kunyuk dalam penjualan tiket.    ","NEGATIF"
"Lusi Permata Sari","hari ini kenapa jaringan nya lelet, kalau masuk masuk. padahal 2jam yg lalu tidak kenapa. saya mau pesan tiket jadi tidak bisa","NEGATIF"
"Akhmad Baidowi","diskon nya aja yg menarik... tp gk bs dibeli.. sama aja dibohongi app supaya buka app trs.. kuota nya yg dicicil smpe hbs.. KECEWA","NEGATIF"
"Arif Hermawan","aplikasi membingung kn keterangan tiket masih ada sudah isi data mw boking keluar notifikasi kursi penuh... klo tiket habis ya jangan bilang masih ada...","NEGATIF"
"renny jenny","gimna nih min saya sdh melakukan pembayaran tpi status order nya masih menunggu pembayaran. 2x lagi pembayaran dgn nominal yg sama. malah skrg orderannya jadi kadaluarsa. Parah nihh min","NEGATIF"
"haryantodotcom","Promo bagus, hanya saja aplikasi kadang lemot untuk proses pencarian dan pemesanan. Mohon diperbaiki..","NEGATIF"
"Fita Asyania","Maaf sejak ada pembaruan, mau pesan tiket KA Surabaya-Yogya kok rute tidak ditemukan ya? Gak seperti biasanya bisa, ANEHH!!!","NEGATIF"
"Abdullah Umar","Katanya tiket anti galau bisa refund 100%? Nyatanya pesawat cancel karena asap bukan user yg cancel gak di refund 100% LOL","NEGATIF"
"Febria Ayu","Kode pembayaraan sudah kaduluarsa, tetapi pembayaran sudah masuk. Dan e tiket tdk terbit. Direfund lama sekali tanggapannya.","NEGATIF"
