"Name","Review","Label"
"sonny purboyo","Aplikasi Traveling tercepat dan terpercaya","POSITIF"
"Erwin Pujisantoso","Sangat recomended jika ingin mencari tiket pesawat dengan harga murah daripada aplikasi lain dan banyak promo untuk potongan harga. Untuk proses refund mudah dan gampang asal data benar pasti akan cair dengan cepat tanpa hambatan.","POSITIF"
"Herawati Safik","memudahkan ke tempat yang di tuju dan banyak discount nya","POSITIF"
"ragas ze18","Semakin mudah pesan hotel dan cashback. Dengan adanya pegipegi","POSITIF"
"Cyntia Dewi","Harga lebih murah dr pada aplikasi lainnya thx PegiPegi","POSITIF"
"Ratu Naura","Harga lebih bersaing dari aplikasi lainnya","POSITIF"
"gunawan trayeman","Mudah dalam bertransaksi dan lumayan hemat","POSITIF"
"imel angkub","ok good aplikasi mudah murah","POSITIF"
"zoel fa","Baguuuuuuuuus,tapi promo nya gk bisa dipakai","POSITIF"
"Nur Jannah","Kenapa harga tanggal beda dengan ketika kita mengetik pencarian harga","NEGATIF"
"Azis Jastikay","Sngat suka dgn aplikasi ini coz mudah cra penggunaanya. Srn aja tolong d tmbh lg promo hotel nya biar mkin mantapp..","POSITIF"
"Adnan Cctv","terus tingkat kan..","POSITIF"
"Zulhaidir Zulhaidir","Bagus sangat pokoknye...","POSITIF"
"Tri Bintoro","Pemesanannya mudah dan pilihan pembayaran nya banyak","POSITIF"
"David Febrianto","Harga tiket pesawat lebih murah dr aplikasi lain","POSITIF"
"Lusypa Pardosi","Sangat kecewa banget Saat mesan tiket waktu dan tempat ny sudah pas Tiba2 cek in tiba2 pindah tempat angus tanpa nyape ke tujuan","NEGATIF"
"CIAMPUS","Pesan mudah dan banyak pilihan kamar yang murah","POSITIF"
"Ika Kaka","Sangat membantu. Tolong lebih banyak kasih promo dong","POSITIF"
"Suharty Harty","Bagus sangat membantu","POSITIF"
"Mur Yati","Pelayanan yang bagus","POSITIF"
"Yana Nafiqha","Harganya terjangkau... Prosesnya cepat gk ribet","POSITIF"
"Wayan Sunarka","saya sdh dounlod tpi sy mau akses reacedule tiket ,tdk bisa krn setiap buka pesanan tdk bisa ayatem minta pasqord sy kecewa perbaiki syatemnya makasi","NEGATIF"
"Ati Aqlan","Harga ok pas di hati","POSITIF"
"Suryadi 88","Siang saya refun tiket dari bulan september kenapa belum dikembalikan uangNya,padahal dari pihak maskapai sudah dikembalikan uangNya ke pegipegi,gmn ini ? Kmaren2 alasanNya belum dikembalikan uangNya sama maskapai pesawat,kmaren sudah saya komfirmasi sudah dikembalikan ke pegipgi tapi sampai sekaran...Ulasan LengkapSiang saya refun tiket dari bulan september kenapa belum dikembalikan uangNya,padahal dari pihak maskapai sudah dikembalikan uangNya ke pegipegi,gmn ini ? Kmaren2 alasanNya belum dikembalikan uangNya sama maskapai pesawat,kmaren sudah saya komfirmasi sudah dikembalikan ke pegipgi tapi sampai sekarang belum ada komfirmasi untuk pengembalian uang refun ???","NEGATIF"
"Medi Ramli","Puas dr pada yg ono, cb tau dari kemarin kemarin","POSITIF"
"Gizza Ranny","Simple. Ga ribet kaya aplikasi sayap biru. ","POSITIF"
"merliana ruvina.s","Proses cepat, diskonnya jg pasti, pegi2 top bgt, sering2 ksh diskonannya","POSITIF"
"Dimas Raditya","Not bad lah, walaupun msh mending traveloka dikit","POSITIF"
"Wisata indonesia","Saya suka pegi pegi","POSITIF"
"Muchammad Dzikri","Harga kelewat murah","POSITIF"
"Merlyn Debi","Baru pertama mencoba","POSITIF"
"Moch Azmi","Sangat membantu dlm kebutuhan tiket maupun hotel,senang banget saat bs mndptkan promo2nya","POSITIF"
"Husna Syaima","Sekarang makin keren tampilannya dan ga ribet pelayanannya","POSITIF"
"Nanda Ariani","Alhamdulillah bisa membantu saya memesan tiket","POSITIF"
"jamaludin Zadoel","Mantap... banyak pilihan sesuai Dompet.","POSITIF"
"Yudha Ah","Harga berbanding.. semoga sllu seperti ini","POSITIF"
"Sigit Wijanarko","Asal harga final dan murah sy kasih 5 bintang","POSITIF"
"dian lite","Bagus dan sangat memudahkan urusan perjalanan","POSITIF"
"Edy Yulianto","Sangat membantu memperoleh tiket pesawat.","POSITIF"
"Muhammad Rusli","Terima kasih karna sangat membantu.","POSITIF"
"Ahil hilman","Tengah malam masih bisa pesan hotel.. mantul dech","POSITIF"
"denny Frits","Bagus dan membantu","POSITIF"
"Tika Lestari","always paling murah","POSITIF"
"Bondam kelsen","Utk pemesanan tiket pesawat nya cpt dan aman.. Oke","POSITIF"
"Edel Adja","Mantab semua serba mudah, diskonnya pun oke","POSITIF"
"Adib Maberur","First Time Order, Mudah dan Banyak Promo","POSITIF"
"UNCLE SAM ENTERTAINMENT","Gilee masa di akun lain tiket ke korsel cuma 3jt an, masa disini jd 15jt","NEGATIF"
"Betty Kartikasari","Tiketnya lumayan lebih murah drpa yang lain nya...","POSITIF"
"Mon Black","Tidak ada tiket bus rute Cikampek Tasikmalaya","NEGATIF"
"Ani Shunty","Lbh murah tiketnya, gak ribet n cepat respon","POSITIF"
"Jetty Ningsih","Belum pernah pesan","POSITIF"
"Rynna Augustrinne","Ga ribet dlm pencarian dan pmbayaran,harga pesawatnya byk discount","POSITIF"
"Ratna Dewi Arimbi","Solusi untuk mendapatkan kamar hotel terbaik","POSITIF"
"Ragasma wati","Cepat dan lengkap","POSITIF"
"Azwar Bahri Hasibuan","Ok ...murah euy","POSITIF"
"parasian benfri","Kapok berurusan dengan Agent travel beginian.","NEGATIF"
"totok saja","Pengalaman luar biasa dalam pemesanan hotel","POSITIF"
"Cidi Ali Ali","Mantap lebih gampang pilih hotel nya ...","POSITIF"
"Mairul Asfifa","Murah banyak bonus","POSITIF"
"Royanti Minar Sitompul","Mantap dan murah","POSITIF"
"Doel Pique","Banyak kejutan yg bikin hati bahagia..","POSITIF"
"Sutrisno Ukiran","Sangat memuaskan","POSITIF"
"Phila Delvia","Harga bersahabat","POSITIF"
"Munirah Madkarta","Mempemudah segala urusan","POSITIF"
"Novri Syamsudin","Sangat mendukung","POSITIF"
"Rizal Bintang","Sangat mendukung","POSITIF"
"William Partogi","Lengkap datanya, banyak pilihannya","POSITIF"
"Ardhiko Amril","Saya kecewa masa refund potongannya 60% gak masuk akal","NEGATIF"
"Rizky Arif","lebih murah dikit","POSITIF"
"mega sampebua","Banyak diskonnya","POSITIF"
"Samantha days","Diskon nya nyata. Aplikasi mudah","POSITIF"
"Retno Widiyanti","Mudah murah bayar gampang","POSITIF"
"Aryo Baskoro","Mudah, cepat, dan akurat","POSITIF"
"resa naura","Cepat dan tepat","POSITIF"
"Zainal Hajja","Bagus, tiket lebih murah dari yg lain","POSITIF"
"Shinta Purnama","Harga lebih terjangkau dari yg lain","POSITIF"
"konik komariyati","Murah harga nya","POSITIF"
"Percetakan Damai","Mudah dipahami","POSITIF"
"Budy Arto","Sangat membantu","POSITIF"
"Ayi Suganda","Sangat membantu","POSITIF"
"Ela Oktaviani","Harga termurah, pemesanan mudah","POSITIF"
"kelik sariyanto","Tingkatkan lagi","POSITIF"
"Husain ST","Realisasi cepat","POSITIF"
"DARWIN ANGGARA","Sangat membantu","POSITIF"
"Tri Wahyudi","CARI TIKET KERETA MALAH APLIKASI DOWN","NEGATIF"
"mahdi rahman","Aplikasi mudah dan promo jg sangat banyak","POSITIF"
"Natalia Only","User friendly banget, harga mantab!","POSITIF"
"M Rosadi","Aplikasi sangat bagus dan sangat membantu","POSITIF"
"Angga Pratama","Bagus dan mudah serta banyak diskon","POSITIF"
"abie yoso","Sangat membantu.","POSITIF"
"Risa aderina","Baru prtama kali pake pegipegi..savety aplikasinya","POSITIF"
"Ratna Tjoa","banyak promonya ditingkatkan supaya makin cinta","POSITIF"
"Miftahul Koesbianto","Sangat membantu dalam proses transportasi","POSITIF"
"Mai Nia Wati","Baru nyoba seh...tp yakin bagus...","POSITIF"
"Siti Hamimah","Nyaman, praktis, ga ribet.","POSITIF"
"Bembeng Tusbeck","Sipp untuk pegi-pegi","POSITIF"
"junita Sagala","Cukup membantu","POSITIF"
"Wati Boesra","Katanya menjelang natal tiket turun q nggak ada?","NEGATIF"
"Darmadi Channel","Sangat membantu untuk yg suka travelling","POSITIF"
"Noviyan Pian","Sangat bagus dan mudah transaksinya.","POSITIF"
"Prajna Rani","Cepet proses nya, murah hargany..sip pokoknya","POSITIF"
"The FA tv","Sayaa menemukan bug cek pm","NEGATIF"
"Wiji Siswanto","Utk dpt dikembangkan lbh baik lagi.","NEGATIF"
"Atik Widayati","Bagus. Semoga selalu banyak promonya","POSITIF"
"Roni Sahroni","Cepat sekali nyari hotelnya Terimakasih pegipegi","POSITIF"
"Didi Kurniadi Mugiraharjo","Cepat mudah transfer pembayarannya..good","POSITIF"
"Meme Sri Rejeki","Mantap sekali","POSITIF"
"Aryo Pagak","Coba dulu ya","POSITIF"
"Afriance Sinaga","Aku kasi 2 dulu. Tolong buat biar bisa chekin","NEGATIF"
"Chintya Maulidya","sekarang promonya lebih rapi. good.","POSITIF"
"santri jalanan","Mudah dan murah, semoga tambah jaya","POSITIF"
"bagus suendra","Rate murah2 gaes drpd pemain lama yg ono","POSITIF"
"Kornelius Oen","Bagus sekali","POSITIF"
"Selo Marsela","Mantaappp harga murah","POSITIF"
"Agas Anin","Recommend... Harga kompetitif...","POSITIF"
"yopyop Batozay","Harga yg diberikan lebih murah dibanding yg lain","POSITIF"
"ZAILUL AZMI","Jaga terus kepercayaan pelanggan .","POSITIF"
"daniel niel","Gk bisa cicilan yah, gk ada menu cicilan","NEGATIF"
"Raden Mas Endro Widiyanto","agak mahal dan ribet pengembalian klaimnnya","NEGATIF"
"Arief Nurrahman","Oke.. lebih hemat","POSITIF"
"Ricy Putra","Terbaik pokoknya","POSITIF"
"Firdaus Alazhar","semoga sll membantu utk mendapatkan tiket murah ","POSITIF"
"Rizaldy Akbar","Langganan , jadi nyaman dan tenang","POSITIF"
"Muhammad Isra","Baik sekali","POSITIF"
"Dani Asmopriyono","Mudah prosesnya","POSITIF"
"Belitung Lamerta","Suka sekali","POSITIF"
"Ridho Plh15","Keren banget murah lagi tiket tiket nya","POSITIF"
"Sadli Jamil","Sangat membantu bagi kami yang sering bepergian","POSITIF"
"Bagus Setiadi","Senang pesen di pegi pegi karena banyak promonya","POSITIF"
"Jual Ayam Hutan RantauPrapat Labuhan Batu","Coba dulu kalau bagus di tambah","POSITIF"
"Frita Maulid","Ga ribet dan mudah bookingnya..","POSITIF"
"Abdul Wahab","Kecepatan akses lebih dicepatkn","POSITIF"
"Miranti Ekaputri","Harga lebih murah","POSITIF"
"Ade Nuriklas","Mudah dan praktis enak penggunaan nya","POSITIF"
"Melyza Fitri","Sejauh ini sih oke dan mudah aksesnya","POSITIF"
"Fexy Edowardo","Transaksi cepat, harga miring..","POSITIF"
"Fxmcadi Adi","Terbaik Pegipegi harga ticket murah sukses selalu","POSITIF"
"Liva Koraag","Puas di pegipegi harga lbh murah..","POSITIF"
"Ana Nasiah","Rekomend.bgt buat cri harga tiket termurah","POSITIF"
"Angga Trisandi","Kalo mau mantap mantap terus pake apk ini","POSITIF"
"Imam Sholeh","Oke deh. Sejauh ini nggak ada masalah","POSITIF"
"Hans hermansyah","Mau pergi kemana..pegi² aja.","POSITIF"
"Chandra Purnama","Fasr respon dan harga bersaing","POSITIF"
"setia cy","Sip lah, timbang aplikasi sebelah","POSITIF"
"Toni Stepenson","Gampang, nyaman.. Banyak diskon","POSITIF"
"yunita hotriris","Terpercaya, jelas dan ga byk PHP....sukses sll utk pegi2 yuuukkk","POSITIF"
"Rio Armanta","Untuk saat ini OK. semoga seterusnya","POSITIF"
"Melissa Stefani","Harga tiket nya bisa di blng murah lah","POSITIF"
"Handi Wijaya","Mudah dan cepat","POSITIF"
"Antok Jack","Harga selisih dr pd aplikasi yg lain","NEGATIF"
"Izza Lutfiyah","Sering lemot dan keluar terus dri aplikasi","NEGATIF"
"Jeffry Juandha","Harga di sini akurat nggak ??","POSITIF"
"meyfi yunani","Mudah pemesannya","POSITIF"
"Listyana Widyawati","Makasih murah, aku cinta pegi pegi","POSITIF"
"Lazuardi Adi","Proses booking dan pembayaran cepat","POSITIF"
"rizki chaeria","Proses cepat,gak bikin ribet.","POSITIF"
"Juliani Wulandari","Mudah dan harga hotel banyak discount","POSITIF"
"Bayu Hari Sugara","Mudah pesannya","POSITIF"
"Ahmad Rizal","Oke diskon nya,mantap semua nya","POSITIF"
"Lie Tjien Foek","Murah dan terjangkau tiket pegi pegi","POSITIF"
"roon nurdian","TIDAK ADA PAKETAN TRAVEL PESAWAT DAN HOTEL","NEGATIF"
"Nurul Aini Supriyadi","Keren, banyak potongan, suka","POSITIF"
"eka juwita","selalu murah dan recommended banget","POSITIF"
"Yeremia Theng","Pelayanan yang baik, memuaskan","POSITIF"
"Rialdi Chaniago","Tingkatkan lagi promo tiket pesawat","POSITIF"
"firmansyah meza","Mantapp.. sangat membantu..","POSITIF"
"Ghu Maisha","Alhamdulillaah Perjalanan lebih mudah","POSITIF"
"Zain Firmansyah 97","Aplikasinya sangat membantu sekali","POSITIF"
"Diah Astuti","Mudahh sekali","POSITIF"
"Ansar Prima","sangat membantu dan banyak diskon","POSITIF"
"Joni Hardi","Keren aplikasi nya mudah mengoperasikan","POSITIF"
"Nasril Aril","Tks pegi pegi membantu setiap perjalanan","POSITIF"
"Fahmi Ikhwan","Error tdk bisa masuk menu pembayaran","NEGATIF"
"Ans Chef","Pemesanan dangat mudah dan cepat","POSITIF"
"Doni Putra","Bagus, membantu sekali","POSITIF"
"Ricky Saiklela","Asik dan tidak ribet.","POSITIF"
"dani saputra","Paling murah dibanding yang lain","POSITIF"
"eko prihtianto","Semoga lebih banyak promo","POSITIF"
"Irma Suryani baeud","Pemesanan tiket mudah dan cepat","POSITIF"
"Iqbal Tjendana","Sangat membantu perjalanan saya","POSITIF"
"muhammad nasir","Paling murah diantara dan mudah","POSITIF"
"luas parataulitambunan","Gampang sekali mudah dimengerti","POSITIF"
"Jhonny Tantono","Baru pakai dan sesuai keinginan","POSITIF"
"Dicky Boolean","Murah, pilihan hotel banyak","POSITIF"
"Gugun Anaklanang15","Blom di coba soalnya baru dwonload","POSITIF"
"Fatma Wati","Lebih banyak promonya dong","POSITIF"
"Hari Budi","Mudah banget...lancar","POSITIF"
"Yulfikha rakib","Semoga apk ini bgus N ini pegi pegi pakai paylater ngak iya","POSITIF"
"lia mailani","Pas butuh pas ada promonya..Mantaps","POSITIF"
"Edi Wijaya","Semoga membantu customer...","POSITIF"
"Yosko Net","Terpercaya dan sering ada promo","POSITIF"
"Bertha octovany","Thank you atas bantuan pegipegi","POSITIF"
"Bastian J. P. Thenu","Keren voucernyaa thx","POSITIF"
"Erwin Thayeb","Mudah dan tampilannya informatif","POSITIF"
"LBH MAHARDIKA SATYA MUDA","Ok mudah dan harga hotel murah","POSITIF"
"astri herdiyanti","Lebih murah dari trav***ka dan tikcom","POSITIF"
"Nofin Budi","Mau mencoba mohon bimbingannya","POSITIF"
"liza alvaro","Harga udah include pajak","POSITIF"
"aprilian nugraha","Sekali coba langsung josss...","POSITIF"
"Maria Simanjuntak","Harga terjangkau sekali...","POSITIF"
"Jam Jam Town Music","Semoga makin banyak diskon nya","POSITIF"
"Muklis juhariyanto Juhariyanto","Muklis juhariyanto islam indonesia baru","POSITIF"
"Diana Aulia","harga lbh murah...keceeeehhh","POSITIF"
"wiguno fourtysix","Mudah akses dan pembayarannya","POSITIF"
"Putra Dewata","lebih mudah cari tiket pesawat","POSITIF"
"Nyai Roro","Mantap pesen jadi lebih mudah","POSITIF"
"Momos Endrico","Gampang n lbh murah sm brand lainnya","POSITIF"
"Fegi Nofri","Sangat mempermudah perjalanan","POSITIF"
"Randu Blatung99","Alhamdulillah sngat membantu","POSITIF"
"Rozi Zedenk","Sangat membantu makasih...... Pegipegi menjadikan lebih mudah perjalanan dimanapun mau nginep hotel bisa langsung check out apa lgi cuma tiket kereta bsa recommended ke temen","POSITIF"
"anno choplax","Sangat membantu dan ga ribet","POSITIF"
"Nokia Sasori","Enak banget deh pake pegipegi","POSITIF"
"Bustanul Arifin Syam","Harga Tiket sangat memuaskan","POSITIF"
"bas cdragon","Wow , discountnya mantul bos...","POSITIF"
"Why oeL","Good & bisa diandalkan.","POSITIF"
"Aulia Sari","Beli tiket pesawat lebih murah","POSITIF"
"firman syaifullah","Aplikasi sangat mudah ..","POSITIF"
"Oni Sinurat","Saya suka banget,","POSITIF"
"NovaLizeR","Booking gampang dan ga berbelit2","POSITIF"
"gordon mr","Sangat bagus dan tidak ada masalah","POSITIF"
"Elsa Rahmayanti","bagus harga murah bnyk diskon","POSITIF"
"elia natari Barito","Aplikasinya sangat membantu","POSITIF"
"komarudin gandasasmita","Mudah aplikasinya dan cepat","POSITIF"
"rudi agustian","Termurah januari 2020 ke medan","POSITIF"
"Andi Susanto","Bagus aplikasix sangat membantu","POSITIF"
"kinan hermansyah","Mudah cepat membantu sekali","POSITIF"
"zee_zee 2711","termurah dibanding yg lain","POSITIF"
"Sindra Sinurat","Sangat mudah mebggunakan aplikasi","POSITIF"
"dewi djufri","Mantabe klo delay penerbangan ada asuransinya ","POSITIF"
"Haswita Wita","Harga murah dari yang lain","POSITIF"
"Rohdian Al-Ahad","Edan we pokona mah murah pisan euy","POSITIF"
"Fachrurrazie A. Ganie","Lebih murah dan ngga ribet","POSITIF"
"Alfametro Romeoindianano","Cepat dan sesuai deskripsi","POSITIF"
"Nurhalimah Riyana","Terus ditambah promo2nya","POSITIF"
"Arif Dicky","Sangat bagus Sangat mudah","POSITIF"
"Widia Cute","Cukup baik dan cukup mudah","POSITIF"
"Ririn Lukmawati","Mudah penggunaannya","POSITIF"
"jonny jonny","Simple dan gampang","POSITIF"
"Wi Chan","Mempermudah pembelian tiket","POSITIF"
"ophan kasep","banyak diskon, mantap","POSITIF"
"Luffy Shuan Kaily","Ga bisa bantu sama sekali","NEGATIF"
"heru pramana","Sangat membantu dan mudah","POSITIF"
"Cikina Love","Mudah, murah, praktis","POSITIF"
"indri ayuningtyas","plikasi paling banyak diskonnya","POSITIF"
"Novan Daya","apk perlu di tingkat kan gak","POSITIF"
"roro hennyta","Harga tiket lebih muraaaaah mantap","POSITIF"
"Ahmad Athar syahreza","Pegipegi solusi cepat tanpa ribet","POSITIF"
"Jonas Sitorus","Murah Dan banyak pilihan","POSITIF"
"bambang yuliadi","Sangat memudah perjalan.","POSITIF"
"Agustinus Berlian K","Bagus, sangat membantu","POSITIF"
"Setyo Winarsih","Bahus dan cepat ptosesnya","POSITIF"
"Gabriell Zulfikar","Belum mengecewakan","POSITIF"
"Frengky Chandra","Lumayan bagus aplikasinya","POSITIF"
"Lsm planning maluku","Mantaph dan sangat membantu","POSITIF"
"m asrofi","Murah, banyak promo","POSITIF"
"yulina sharon","Oke, harga bersaing","POSITIF"
"HISBULLAH ALI","Untuk saat ini the best","POSITIF"
"Olivia Chelsia","Sangat membantu pegi pegi","POSITIF"
"Tentang Kusranggi","Good aplikasi membantu banget","POSITIF"
"Teddy Darmawan","Bagus..memuaskann sekali..","POSITIF"
"Danish Jemez","Mudah dan nyaman","POSITIF"
"RAHMA DANI","Gampang nyarinya..","POSITIF"
"Imam Rojani","Bagus dan banyak promo","POSITIF"
"Ernita Silitonga","Mudah simple lebih murah","POSITIF"
"st. mariam ulfah","Tak pernah mengecewakan","POSITIF"
"Muhammad Taufik Hidayat","Cepat dan tepat","POSITIF"
"Yusuf Tulus Almuharrom","Banyak promo nya","POSITIF"
"Andi Hidayat","Aplikasi payah. Sistem sering eror. Sudah bayar malah dibatalkan pesanannya. Hubungi cs via livechat, email dan telpon slow respon semua. Benar benar tidak memuaskan dan bikin muak. Oh iya tiap nelpon cs gak diangkat dan itu sudah memakan pulsa berkali kali. Sangat sangat merugikan aplikasi ini.","NEGATIF"
"Jepang Pandora","TOLONG KEPADA PT.KAI KHUSUSNYA. JANGAN MENGAMBIL KEUNTUNGAN YANG BERLEBIHAN DONG. MUMPUNG LIBUR PANJANG HARGA TIKET JADI NAIK 50'/, APA LAGI KANTIN YANG DI DALAM GERBONG K.A JUAL MAKANANNYA GAK MASUK AKAL BANGsET.","NEGATIF"
"afdal alif","Mantap sangat membantu","POSITIF"
"Mustafa Kemal","sangat mudh untuk mncari penginapan","POSITIF"
"Theresia Reni","Cara mudah pesan hotel","POSITIF"
"mas ifan","Harga sangat memuaskan","POSITIF"
"Edo Maryadi","sangat membantu sekali ","POSITIF"
"Nur Rahma","Sangat membantu","POSITIF"
"Faozan Tel","Sangat membantu","POSITIF"
"setio utomo","Mudah pesen tiketnya","POSITIF"
"M. Hendrik","Sangat membantu","POSITIF"
"Firoh Magfiroh","Banyak discound nya","POSITIF"
"zhafran fharid","mudah dan tidak ribet","POSITIF"
"John Rambo","Aplikasi dan promo ok","POSITIF"
"Nurul Fuad","Ok harganya.. mantap dach","POSITIF"
"Antok Devicto","Membantu banyak diskon","POSITIF"
"PalsGuy PlayZ","Pegi pegi bener bener membantu","POSITIF"
"Yudhi Rahayu","Layanan baguss..","POSITIF"
"Nurul Ramadhani","Sangat membantu..","POSITIF"
"keysha meylina","Banyak potongannya mantullll ","POSITIF"
"Lapak Robot Ijo","Bintang 5 dulu","POSITIF"
"Anto New.","Jos, murah cepat","POSITIF"
"jerry koen","Hp huawei tidak bisa","NEGATIF"
"Taufik Muin","lebih baik dan mudah","POSITIF"
"Muhammad Nurullah","Siip cepat dan murah","POSITIF"
"Andre Wardara","Kadang murah kadang mahal","NEGATIF"
"elis delarosa","Ok, paling murah","POSITIF"
"Jeni Nurwijaya","Lebih nyaman di mata","POSITIF"
"Soraya Putri","Saya baru download, tapi kok aplikasi kebanyakan interupt dan tidak menanggapi, kenapa ya? Ini gadget saya yang bermasalah? Atau aplikasinya agak corrupt? Karena aku pakai aplikasi sebelah normal2 aja si... tolong diperbaiki ya ... makasi...","NEGATIF"
"Toga Steven","Pengembalian dana refund berbelit-belit, gak ada kejelasan sudah hampir 4 bulan . Maskapai jelas- jelas sudah mengembalikan dana eh... Pegi"" bilang gak ada penerimaan dari maskapai. Saya ada rekamanya nya bahwa maskapai sudah bayarkan pertanggal tertentu. Dasar tidak bertanggung jawab! BAD SERVICES","NEGATIF"
"Yusri 63","cepat ,murah dan mudah","POSITIF"
"rijal","Nice harga nya mantap","POSITIF"
"Maria Nento","Lebih murah harganya","POSITIF"
"Iksan Morgan","Takut banyak yg lasih bintang 1","NEGATIF"
"bts exo","Enak ga ribet","POSITIF"
"Dekarini Utami putri","saya mesen kamar di pegipegi untuk memginap di apart daerah bandung, saya sampai katanya data saya belum terkonfirmasi nunggu sampe 3 jam, berkali2 saya telfon minta konfirmasi dan dijelaskan dan minta ditelfon balik tidak ada yg telfon! ditransaksi pembayaran saya padahal sudah ter confirmed CUKUP ...Ulasan Lengkapsaya mesen kamar di pegipegi untuk memginap di apart daerah bandung, saya sampai katanya data saya belum terkonfirmasi nunggu sampe 3 jam, berkali2 saya telfon minta konfirmasi dan dijelaskan dan minta ditelfon balik tidak ada yg telfon! ditransaksi pembayaran saya padahal sudah ter confirmed CUKUP KECEWA SAYA PAKAI PEGIPEGI GAAKAN LAGI! dan tolong refund-an saya di follow up! MENGECEWAKAN!","NEGATIF"
"Hikmat Kurniawan","Ok banget dan mantab","POSITIF"
"ancajaya sakti","Harga sangat kompetitif","POSITIF"
"anwar wahyudi","tambahkan lagi diskonya..","POSITIF"
"Rosa Angelisa","Nilai untuk saat ini","POSITIF"
"Ibnu Kholil","Semoga semakin baik","POSITIF"
"Tonny Prasetyo","Gampang & Bermanfaat","POSITIF"
"Tati Kusmiatin","Respon sangat cepat","POSITIF"
"Tjoa Tek Seng","Cepat transaksi nya","POSITIF"
"tektona mansa eka putra","Mantapppp harga beda dr yng lain","POSITIF"
"Wutuh Subekhi","Binyang aja yg bicara","POSITIF"
"Marjono Siaw","Buat masukan aja, informasi tentang hotel agar lbh lengkap seperti fasilitas umum ( parkir). Ada bbrp hotel yg tdk dicantumkan fasum parkir mobil, ternyata parkir nya ada. Untung sya liat diaplikasi lain pd hotel yg sama. Maaf jk sy salah. Terima kasih","NEGATIF"
"MN ANANG","Bintang 3 dulu lah. Harga beda jauh dgn yg lainnya. Jakarta ke bangkok yg lain 790k ini 800k dan pas pesan loading harga tiba tiba naik jadi 850k. Hemmm harga yg ditampilkan gak di update hanya untuk menarik pelanggan, waktu udah download dan melakukan pmesanan tiba2 harga naik... Hemmm mnding cari ...Ulasan LengkapBintang 3 dulu lah. Harga beda jauh dgn yg lainnya. Jakarta ke bangkok yg lain 790k ini 800k dan pas pesan loading harga tiba tiba naik jadi 850k. Hemmm harga yg ditampilkan gak di update hanya untuk menarik pelanggan, waktu udah download dan melakukan pmesanan tiba2 harga naik... Hemmm mnding cari app yg lain dulu lah, kalo dskon gak diskon harga ttp sama dgn yg lain. Sorryyyy","NEGATIF"
"udin setiawan","transaksi berhasil tapi ternyata ada eror di aplikasi antara pihak hotel & pegi2, transaksi jadi tidak masuk ke pihak hotel..untung konfirmasi dulu ke pihak hotel sehari sebelum checkin, jadi tahu kalau ada yang eror.. mencoba hubungi CS pegi2 ternyata susahnya minta ampun.. telpun, imel, live chat,...Ulasan Lengkaptransaksi berhasil tapi ternyata ada eror di aplikasi antara pihak hotel & pegi2, transaksi jadi tidak masuk ke pihak hotel..untung konfirmasi dulu ke pihak hotel sehari sebelum checkin, jadi tahu kalau ada yang eror.. mencoba hubungi CS pegi2 ternyata susahnya minta ampun.. telpun, imel, live chat, IG, twitter..","NEGATIF"
"Teguh Ari Utomo","Kecewa pesen tiket kereta api,dah 3hari e-tiket g di kirim, Telf cs.pegipegi pek habis plsa banyak katanya ni di kirim tapi di cek g ada terus. Minta email lain katanya mau di kirim ke email lain tapi zong juga. Di email suruh sabar blesannya gimana to ni.","NEGATIF"
"Rahmadi Anugrah","Mantap. Murah2","POSITIF"
"Eko Rismanto","Mantap mudah pengoperasianya","POSITIF"
"ty sumadihardja","Banyak dan selalu ada diskon","POSITIF"
"Siti Asshia","Mudah dan ga ribet","POSITIF"
"kezia julian","Sangat sangat mengecewakan , sudah 2x saya pesan hotel dengan aplikasi ini tp pesanan setelah bayar malah berbeda . Pesanan kedua Saya pesan kamar DELUXE DOUBLE di Hotel Best Western Papilio Surabaya , setelah berhasil pembayaran keterangan yg keluar malah DELUXE TWIN . Sungguh sangat mengecewakan t...Ulasan LengkapSangat sangat mengecewakan , sudah 2x saya pesan hotel dengan aplikasi ini tp pesanan setelah bayar malah berbeda . Pesanan kedua Saya pesan kamar DELUXE DOUBLE di Hotel Best Western Papilio Surabaya , setelah berhasil pembayaran keterangan yg keluar malah DELUXE TWIN . Sungguh sangat mengecewakan tolong diperbaiki dan tanggapan untuk komentar yang diberikan terimakasih","NEGATIF"
"Khalisna Mery jayanti","Apa2an sy sdh booking hotel, stlh dihotel mlah gaada pesanan yg terkonfirmasi dr phk kita klo sdh pesan hotel , pdhl sdh dpt email no pemesanan jg. Gbsa direfund lagi. Merugikan costumer. Kirim email jg g direspon. Tlfon ke pihak CS udh seburin no pemsnan katanya tdk ada, & suruh cek email lihat vou...Ulasan LengkapApa2an sy sdh booking hotel, stlh dihotel mlah gaada pesanan yg terkonfirmasi dr phk kita klo sdh pesan hotel , pdhl sdh dpt email no pemesanan jg. Gbsa direfund lagi. Merugikan costumer. Kirim email jg g direspon. Tlfon ke pihak CS udh seburin no pemsnan katanya tdk ada, & suruh cek email lihat voucher. Kta jauh2 sdh prjlnn ke hotel mlh mengecewakan. Heran!! Perlu diperbaiki sistemnya, jgn hnya merugikan customer tpi tdk ada kejelasan. Yakalo duit bejibun yg dibuang gpp, duit pas2an dirugikan🤬","NEGATIF"
"Tommy Hans","Mantap sejauh ini","POSITIF"
